region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,pred,price,id
wichita,1990,ford,good,6 cylinders,gas,88739,clean,manual,rwd,full-size,truck,white,ks,14811.29055473709,6105.0,4227
ocala,2001,ford,excellent,6 cylinders,gas,219275,clean,automatic,fwd,full-size,mini-van,red,-1,5872.649297580472,1687.0,4233
orange county,2015,ford,good,6 cylinders,gas,28111,clean,automatic,rwd,full-size,truck,white,ca,32453.231894402998,30093.0,4234
lima / findlay,1999,ford,excellent,6 cylinders,gas,97809,-1,automatic,rwd,full-size,-1,blue,oh,13236.2563595291,7251.0,4238
greenville / upstate,2016,ford,good,3 cylinders,gas,80152,lien,automatic,fwd,compact,sedan,black,sc,13873.353232008638,20074.0,4243
boulder,2010,toyota,excellent,4 cylinders,gas,167061,clean,automatic,fwd,mid-size,sedan,blue,co,7125.852041501785,13376.0,4249
missoula,2010,chevrolet,excellent,6 cylinders,diesel,148849,clean,automatic,4wd,full-size,truck,blue,mt,21200.633424640866,26016.0,4252
salem,2014,jeep,excellent,6 cylinders,diesel,83019,clean,automatic,4wd,full-size,truck,silver,or,25616.74702353147,15195.0,4257
long island,2010,nissan,excellent,4 cylinders,gas,108005,clean,automatic,fwd,mid-size,sedan,black,ny,8189.604435149813,7874.0,4269
inland empire,2006,ram,excellent,8 cylinders,diesel,98173,clean,automatic,4wd,full-size,truck,black,ca,24999.34623154567,19616.0,4298
susanville,2014,audi,excellent,6 cylinders,gas,83257,clean,manual,4wd,mid-size,SUV,black,ca,17308.22814303235,24989.0,4306
monterey bay,2012,ford,good,6 cylinders,gas,65056,rebuilt,automatic,fwd,mid-size,SUV,white,ca,14771.032425098354,20118.0,4310
buffalo,2013,bmw,excellent,6 cylinders,gas,68927,rebuilt,automatic,rwd,mid-size,coupe,black,ny,18880.206279631937,16146.0,4315
western slope,2012,ford,excellent,6 cylinders,gas,106105,clean,manual,rwd,full-size,SUV,red,co,14721.98567119398,14269.0,4321
philadelphia,2009,ford,good,8 cylinders,gas,136182,clean,automatic,fwd,full-size,sedan,black,pa,6716.037866870291,5201.0,4335
eastern NC,2003,mercury,good,8 cylinders,gas,170178,rebuilt,manual,rwd,full-size,convertible,green,nc,4158.516273783636,1504.0,4366
pittsburgh,2009,ford,excellent,6 cylinders,gas,97908,clean,automatic,rwd,mid-size,truck,white,pa,17890.784973691567,8227.0,4368
tucson,1991,ford,excellent,6 cylinders,gas,118814,clean,automatic,4wd,full-size,sedan,green,az,11247.89020674408,11764.0,4376
las vegas,2019,bmw,like new,8 cylinders,-1,24205,clean,automatic,rwd,full-size,coupe,blue,nv,30284.953303413175,19185.0,4381
dayton / springfield,2013,toyota,excellent,4 cylinders,diesel,81912,clean,manual,4wd,full-size,truck,silver,oh,20155.761785646202,8198.0,4382
louisville,2012,honda,like new,4 cylinders,gas,62987,rebuilt,automatic,fwd,mid-size,sedan,blue,-1,11270.348975500325,10408.0,4388
long island,2019,ford,excellent,4 cylinders,gas,84041,rebuilt,automatic,fwd,mid-size,SUV,black,ny,17418.409053273208,7920.0,4393
roanoke,2004,ford,excellent,4 cylinders,gas,182205,clean,automatic,fwd,mid-size,SUV,silver,va,7326.50144181808,6669.0,4397
sarasota-bradenton,2016,volkswagen,like new,4 cylinders,gas,149880,clean,manual,fwd,full-size,sedan,white,fl,9473.386485301191,5239.0,4407
fayetteville,2010,buick,like new,4 cylinders,gas,198190,rebuilt,automatic,fwd,compact,coupe,green,nc,6219.297891953029,1860.0,4425
las vegas,2011,lincoln,fair,4 cylinders,gas,139822,-1,manual,fwd,full-size,-1,silver,nv,6576.93847953924,6161.0,4427
stockton,2011,chevrolet,excellent,4 cylinders,gas,67841,salvage,automatic,fwd,full-size,sedan,silver,ca,12808.181806598091,5442.0,4448
utica-rome-oneida,2014,chevrolet,good,4 cylinders,gas,184362,clean,manual,fwd,full-size,other,white,ny,9449.42149502621,8272.0,4452
asheville,2014,ford,excellent,6 cylinders,gas,41005,clean,other,rwd,mid-size,van,white,nc,26068.48359787115,42055.0,4458
buffalo,2018,audi,excellent,4 cylinders,gas,151117,clean,automatic,fwd,mid-size,SUV,silver,ny,13335.64032810391,4106.0,4472
tampa bay area,2003,nissan,excellent,6 cylinders,gas,125637,clean,automatic,rwd,full-size,van,black,fl,10142.101018542773,2627.0,4486
olympic peninsula,2000,mitsubishi,good,4 cylinders,-1,169267,clean,automatic,fwd,mid-size,sedan,white,wa,4835.428981034434,3783.0,4489
nashville,2001,ford,fair,8 cylinders,diesel,164889,clean,manual,4wd,full-size,pickup,red,tn,10793.146619333304,37400.0,4511
inland empire,2011,ford,good,8 cylinders,diesel,68561,clean,automatic,4wd,full-size,truck,black,ca,26775.984511970775,32008.0,4524
anchorage / mat-su,2015,jeep,excellent,6 cylinders,gas,119122,rebuilt,automatic,4wd,mid-size,SUV,blue,ak,20242.358641321072,11309.0,4528
greensboro,2019,jeep,excellent,6 cylinders,gas,92833,clean,manual,4wd,mid-size,SUV,black,nc,20097.217345654673,26037.0,4529
central NJ,2014,ford,excellent,6 cylinders,gas,101565,clean,automatic,rwd,full-size,coupe,black,nj,15965.97556314827,24887.0,4530
rockford,2009,jeep,excellent,6 cylinders,gas,204396,clean,automatic,4wd,full-size,SUV,silver,il,10960.782708173967,6400.0,4531
milwaukee,2001,chevrolet,good,6 cylinders,gas,196425,clean,automatic,fwd,full-size,van,blue,wi,5485.305010063923,8449.0,4541
madison,2012,ram,excellent,8 cylinders,gas,25020,clean,automatic,4wd,full-size,truck,black,wi,31863.295832132222,15553.0,4546
mcallen / edinburg,2013,ford,good,8 cylinders,gas,103079,clean,automatic,4wd,full-size,SUV,black,tx,13490.0580660759,17560.0,4550
austin,1987,ford,good,6 cylinders,-1,158212,clean,manual,rwd,full-size,coupe,orange,tx,7839.064600924379,6802.0,4564
syracuse,2015,ford,good,4 cylinders,gas,20399,clean,manual,fwd,full-size,hatchback,red,ny,18235.856845651055,9964.0,4565
south jersey,2006,ford,like new,8 cylinders,gas,156926,clean,automatic,4wd,full-size,SUV,custom,-1,10800.208601866267,4004.0,4575
cleveland,2011,toyota,excellent,4 cylinders,gas,59086,clean,automatic,fwd,mid-size,sedan,blue,oh,11657.501212826231,7612.0,4581
los angeles,1921,ram,excellent,6 cylinders,diesel,60805,clean,manual,rwd,full-size,truck,white,ca,27885.721279298305,23704.0,4592
san diego,2016,chevrolet,like new,4 cylinders,gas,4644,clean,automatic,fwd,full-size,sedan,black,ca,21330.365258677164,9197.0,4593
central NJ,2016,chevrolet,good,8 cylinders,gas,55811,clean,automatic,rwd,full-size,truck,white,nj,29092.902047568234,23365.0,4616
brownsville,2006,ram,excellent,8 cylinders,diesel,214889,clean,manual,4wd,full-size,truck,black,tx,20226.334309890284,21292.0,4621
tucson,2010,chevrolet,excellent,6 cylinders,gas,137503,clean,automatic,rwd,mid-size,sedan,silver,az,12136.782872228185,16010.0,4622
"washington, DC",2003,ford,like new,4 cylinders,gas,148164,clean,automatic,fwd,mid-size,sedan,green,dc,6622.848962926422,6763.0,4628
charlotte,2010,ford,excellent,8 cylinders,gas,135214,clean,manual,4wd,mid-size,truck,white,nc,18017.267702448415,5593.0,4630
kalispell,2008,ram,like new,8 cylinders,diesel,174031,clean,manual,4wd,full-size,truck,silver,-1,25142.211634521722,20511.0,4634
bemidji,2011,mercury,like new,8 cylinders,gas,340441,clean,manual,rwd,full-size,wagon,blue,mn,7395.734549373621,2963.0,4642
kennewick-pasco-richland,2012,volkswagen,excellent,4 cylinders,gas,31434,clean,automatic,fwd,mid-size,sedan,purple,wa,12420.465663466835,4237.0,4687
tampa bay area,1988,ram,fair,6 cylinders,diesel,148914,clean,manual,4wd,full-size,truck,black,fl,13705.271040154039,21829.0,4720
long island,2017,ford,good,8 cylinders,gas,51132,clean,manual,rwd,full-size,pickup,green,ny,25096.766772792675,35337.0,4721
wichita,1999,infiniti,good,6 cylinders,gas,177812,clean,manual,4wd,full-size,SUV,silver,-1,7853.207776107243,21971.0,4732
duluth / superior,2013,toyota,excellent,4 cylinders,gas,201228,clean,automatic,fwd,full-size,sedan,blue,mn,8335.79734687903,8498.0,4736
wichita,2008,ford,good,6 cylinders,gas,211820,clean,automatic,4wd,full-size,truck,silver,ks,9005.221851702197,25095.0,4739
tampa bay area,2015,honda,excellent,6 cylinders,gas,152845,clean,automatic,fwd,mid-size,SUV,silver,fl,10290.695558302337,7695.0,4740
"washington, DC",2010,toyota,excellent,6 cylinders,gas,84001,clean,manual,4wd,full-size,truck,white,dc,17723.09281789628,16685.0,4778
wyoming,2012,dodge,excellent,6 cylinders,gas,108575,clean,automatic,rwd,mid-size,coupe,black,wy,14687.766011111671,25321.0,4792
spokane / coeur d'alene,1970,chevrolet,excellent,8 cylinders,diesel,127997,clean,automatic,4wd,full-size,pickup,black,id,28136.175482832245,65960.0,4799
redding,1963,ford,good,8 cylinders,gas,77481,clean,manual,rwd,full-size,coupe,white,-1,16293.331729581929,18000.0,4809
louisville,2012,buick,excellent,4 cylinders,gas,156339,clean,automatic,4wd,full-size,SUV,blue,ky,13401.786862803856,17313.0,4814
orlando,2010,chevrolet,like new,4 cylinders,gas,45137,clean,automatic,fwd,full-size,coupe,black,fl,15070.776472815953,6431.0,4868
wichita,1981,ford,good,3 cylinders,gas,16651,missing,automatic,fwd,compact,hatchback,black,-1,13180.791365559446,16218.0,4873
ft myers / SW florida,2015,bmw,excellent,6 cylinders,gas,-1,clean,automatic,rwd,mid-size,coupe,black,fl,23940.34143690043,5118.0,4879
central NJ,2011,bmw,excellent,6 cylinders,gas,71273,clean,automatic,fwd,mid-size,SUV,black,-1,15438.53681926959,5899.0,4890
topeka,1987,dodge,fair,6 cylinders,gas,51773,salvage,automatic,fwd,full-size,coupe,green,ks,8906.651637467672,5476.0,4900
lubbock,2012,ram,excellent,6 cylinders,diesel,62984,clean,automatic,4wd,full-size,truck,black,tx,32092.646488172235,41716.0,4921
central NJ,2018,kia,excellent,4 cylinders,gas,8205,rebuilt,automatic,fwd,mid-size,sedan,blue,nj,18658.309942350024,18337.0,4924
tucson,2012,honda,excellent,6 cylinders,gas,84807,rebuilt,automatic,fwd,mid-size,sedan,grey,-1,10650.74658376933,20713.0,4932
san antonio,1987,bmw,excellent,6 cylinders,gas,110372,clean,automatic,rwd,mid-size,sedan,black,tx,10982.694627246237,5684.0,4948
oklahoma city,2014,nissan,excellent,6 cylinders,gas,167188,rebuilt,automatic,fwd,mid-size,SUV,blue,ok,10457.507174134487,9177.0,4953
reading,1983,mercedes-benz,excellent,12 cylinders,gas,118428,clean,automatic,rwd,compact,coupe,black,pa,16059.50783316535,19107.0,4970
indianapolis,2009,ford,excellent,6 cylinders,gas,93165,clean,manual,4wd,full-size,SUV,blue,in,14814.377753797744,6828.0,4973
central NJ,2006,ford,good,6 cylinders,gas,216386,clean,automatic,fwd,full-size,sedan,custom,nj,4072.3156194355106,9405.0,4994
college station,2009,ford,good,6 cylinders,gas,214383,clean,manual,4wd,full-size,truck,green,tx,7984.029157607001,1795.0,5010
vermont,2014,ford,like new,4 cylinders,gas,29857,clean,automatic,rwd,mid-size,SUV,black,vt,25674.51734280371,27261.0,5013
san antonio,2010,bmw,good,4 cylinders,gas,103696,clean,automatic,fwd,mid-size,sedan,black,tx,7616.674452333013,9028.0,5019
winston-salem,1999,jeep,good,6 cylinders,gas,153309,clean,automatic,fwd,mid-size,SUV,blue,nc,6980.097265547491,3267.0,5068
tyler / east TX,2012,chevrolet,good,4 cylinders,gas,136120,clean,other,fwd,compact,hatchback,white,tx,7804.832077048952,6320.0,5080
denver,2020,jeep,excellent,4 cylinders,gas,60679,lien,automatic,4wd,mid-size,SUV,black,co,24254.398955810524,14487.0,5084
southern illinois,2010,toyota,like new,4 cylinders,gas,48020,clean,automatic,4wd,full-size,SUV,black,il,17944.59297359333,23411.0,5091
duluth / superior,2002,jeep,excellent,6 cylinders,gas,106738,clean,automatic,4wd,compact,SUV,blue,mn,13254.877477461298,21980.0,5094
salem,2015,audi,excellent,6 cylinders,gas,140278,rebuilt,automatic,4wd,compact,sedan,black,or,15644.37377301068,13289.0,5098
wausau,1997,chevrolet,good,8 cylinders,gas,129677,clean,automatic,fwd,full-size,truck,brown,wi,7045.7787814607145,10892.0,5099
albany,2011,bmw,good,4 cylinders,gas,77020,clean,automatic,fwd,mid-size,sedan,silver,ny,9699.174457773799,4001.0,5114
austin,2001,mazda,fair,4 cylinders,gas,124865,clean,manual,fwd,compact,SUV,red,-1,4091.6557571891462,9122.0,5124
long island,1968,chevrolet,good,8 cylinders,gas,81436,clean,automatic,rwd,full-size,coupe,blue,ny,12255.816282965592,8809.0,5132
central NJ,1999,ford,good,6 cylinders,gas,62018,clean,other,fwd,mid-size,sedan,black,nj,9323.02411170525,3712.0,5138
bismarck,1995,chevrolet,fair,6 cylinders,gas,202129,clean,manual,fwd,full-size,SUV,green,nd,3981.5941355536925,1518.0,5170
tampa bay area,2005,chevrolet,excellent,8 cylinders,gas,175528,salvage,manual,4wd,full-size,SUV,black,fl,9377.721643228433,12036.0,5177
"washington, DC",2016,ford,excellent,4 cylinders,gas,26204,clean,automatic,fwd,mid-size,sedan,white,dc,20313.723963577533,25187.0,5181
rhode island,2011,kia,excellent,4 cylinders,gas,118000,rebuilt,automatic,fwd,mid-size,sedan,green,ri,8380.371213891543,8661.0,5187
baltimore,2015,bmw,like new,4 cylinders,gas,32800,rebuilt,automatic,fwd,mid-size,sedan,black,md,18650.94819068187,15348.0,5208
central NJ,2012,jeep,like new,6 cylinders,gas,88556,clean,automatic,fwd,full-size,offroad,black,nj,14122.001786042238,8203.0,5210
utica-rome-oneida,2010,ford,good,4 cylinders,gas,167456,clean,automatic,fwd,full-size,SUV,black,ny,7681.016361309448,3811.0,5230
dallas / fort worth,2017,honda,like new,4 cylinders,gas,217791,clean,automatic,fwd,compact,hatchback,silver,tx,7421.93939745822,4523.0,5249
chicago,1967,ford,excellent,8 cylinders,diesel,9570,clean,automatic,rwd,mid-size,truck,black,-1,32631.487164251856,67470.0,5252
sarasota-bradenton,2003,toyota,good,6 cylinders,gas,129434,clean,manual,fwd,full-size,sedan,green,fl,4179.556095137377,6871.0,5253
albany,2012,chevrolet,good,4 cylinders,gas,114986,salvage,automatic,fwd,full-size,sedan,black,-1,9093.33406249457,8392.0,5262
yakima,2016,chevrolet,excellent,6 cylinders,gas,16651,clean,automatic,rwd,full-size,pickup,white,wa,36154.8029356061,33364.0,5266
augusta,2013,bmw,excellent,6 cylinders,gas,119086,clean,automatic,rwd,compact,sedan,black,ga,12391.679262189427,5424.0,5276
denver,2010,jeep,good,6 cylinders,gas,120262,clean,manual,fwd,mid-size,SUV,white,co,9575.30854571634,6702.0,5283
greenville / upstate,2013,subaru,like new,6 cylinders,gas,215947,clean,manual,4wd,mid-size,SUV,grey,-1,13653.555620258907,21862.0,5294
ventura county,2017,kia,good,4 cylinders,gas,123642,clean,manual,fwd,compact,sedan,silver,-1,8635.280246805632,6381.0,5303
pittsburgh,2011,ford,excellent,4 cylinders,gas,20349,clean,automatic,fwd,mid-size,sedan,black,pa,16349.091391446302,4782.0,5310
pueblo,1973,chevrolet,excellent,8 cylinders,gas,63000,clean,manual,rwd,full-size,truck,green,co,15577.687264077482,6506.0,5311
inland empire,2013,chevrolet,excellent,8 cylinders,gas,31256,clean,automatic,fwd,full-size,truck,white,ca,25475.861996981548,6721.0,5312
palm springs,1996,bmw,excellent,6 cylinders,gas,88059,clean,manual,rwd,mid-size,coupe,orange,ca,11939.742296509794,13107.0,5323
san diego,2018,chevrolet,excellent,4 cylinders,gas,109070,clean,automatic,fwd,mid-size,sedan,white,ca,13335.38922101655,22427.0,5328
iowa city,1970,ford,fair,8 cylinders,diesel,29745,clean,automatic,4wd,full-size,pickup,green,-1,24464.683528063004,10413.0,5331
duluth / superior,2011,jeep,excellent,6 cylinders,gas,91074,clean,automatic,4wd,mid-size,SUV,blue,mn,17598.941415914975,22942.0,5379
albany,2018,chevrolet,good,4 cylinders,gas,61796,clean,automatic,rwd,full-size,truck,black,ny,26035.54815304582,68270.0,5388
south coast,1994,pontiac,fair,6 cylinders,gas,192026,clean,manual,fwd,compact,coupe,blue,ma,3482.8821457013255,5468.0,5389
pittsburgh,2008,honda,excellent,4 cylinders,gas,108425,clean,automatic,fwd,mid-size,sedan,blue,pa,8322.854635533295,6702.0,5394
dallas / fort worth,2013,chevrolet,excellent,4 cylinders,gas,74549,clean,automatic,fwd,full-size,pickup,white,tx,16890.998547926778,4637.0,5396
san antonio,2014,ford,excellent,4 cylinders,gas,69838,clean,automatic,4wd,full-size,sedan,black,tx,18039.26181171299,22667.0,5412
rhode island,2012,mazda,excellent,4 cylinders,gas,123311,clean,manual,fwd,mid-size,sedan,green,ri,6788.475496944971,6335.0,5426
pullman / moscow,2015,ford,excellent,4 cylinders,gas,21999,rebuilt,manual,fwd,mid-size,hatchback,black,wa,18923.328240234638,21660.0,5434
greenville / upstate,2017,ram,excellent,8 cylinders,diesel,114367,clean,automatic,4wd,full-size,truck,black,sc,39455.56272006151,27032.0,5437
norfolk / hampton roads,1993,ford,good,8 cylinders,gas,157875,clean,automatic,4wd,full-size,truck,silver,va,11138.908328759833,5049.0,5460
albany,2014,honda,excellent,4 cylinders,gas,98306,clean,automatic,fwd,compact,hatchback,grey,ny,8541.664915856207,7054.0,5466
humboldt county,2013,jeep,excellent,6 cylinders,gas,123081,clean,automatic,4wd,mid-size,SUV,red,ca,14611.465901104966,11326.0,5479
saginaw-midland-baycity,2010,honda,excellent,4 cylinders,gas,163999,clean,automatic,fwd,full-size,sedan,black,mi,6725.770444525639,5656.0,5482
lewiston / clarkston,2012,ford,salvage,8 cylinders,gas,14311,clean,automatic,4wd,full-size,sedan,black,id,19416.05994326272,6319.0,5489
"washington, DC",1994,ford,fair,8 cylinders,gas,142497,clean,manual,rwd,full-size,pickup,white,dc,9472.957559300936,3735.0,5532
grand rapids,2014,ford,excellent,6 cylinders,gas,30780,clean,automatic,rwd,full-size,other,green,mi,25661.99641216267,31004.0,5535
macon / warner robins,1998,ford,fair,8 cylinders,gas,104585,clean,manual,rwd,full-size,coupe,green,-1,6349.195265178685,4361.0,5569
central NJ,2011,infiniti,fair,6 cylinders,gas,168754,clean,automatic,fwd,mid-size,sedan,black,nj,5839.272692643339,5046.0,5572
buffalo,2006,cadillac,fair,8 cylinders,gas,76741,clean,automatic,rwd,full-size,sedan,black,ny,8587.876046393416,6643.0,5575
little rock,2011,chevrolet,excellent,8 cylinders,gas,122781,clean,automatic,4wd,full-size,pickup,white,ar,18970.281743988628,10081.0,5579
fayetteville,2003,honda,good,4 cylinders,gas,207565,clean,automatic,fwd,full-size,sedan,black,nc,3387.4194453231758,4168.0,5581
rhode island,2008,ford,excellent,8 cylinders,gas,168759,clean,automatic,4wd,full-size,SUV,black,ri,10672.926285842783,22960.0,5583
mohave county,2013,honda,excellent,4 cylinders,gas,159392,clean,automatic,fwd,compact,sedan,black,az,6698.73377410532,2226.0,5589
albuquerque,1995,ram,good,6 cylinders,gas,176219,clean,manual,4wd,full-size,pickup,green,nm,10494.715728943353,3264.0,5614
san diego,2012,kia,like new,4 cylinders,gas,70705,clean,automatic,fwd,compact,sedan,grey,ca,9614.901977952803,10155.0,5622
new york city,2003,toyota,good,6 cylinders,gas,150153,clean,automatic,4wd,full-size,SUV,black,-1,7468.624705072842,2659.0,5637
santa barbara,2006,mercury,fair,6 cylinders,-1,128397,clean,automatic,4wd,mid-size,SUV,blue,ca,5907.7237412839895,4399.0,5640
reno / tahoe,2012,dodge,good,8 cylinders,gas,103986,salvage,automatic,fwd,full-size,sedan,black,ca,9385.844908572966,5506.0,5650
wilmington,2018,ram,like new,6 cylinders,diesel,31168,clean,automatic,4wd,full-size,pickup,black,de,42539.933455255115,41268.0,5660
louisville,2013,ford,good,8 cylinders,diesel,187608,clean,manual,4wd,full-size,truck,silver,ky,16957.59301449661,2218.0,5663
bakersfield,2013,ford,good,8 cylinders,gas,80750,clean,automatic,rwd,full-size,truck,blue,ca,17631.26578650181,15594.0,5668
ocala,2008,volkswagen,fair,4 cylinders,gas,122659,clean,manual,fwd,mid-size,sedan,green,fl,3351.6284148535924,5716.0,5670
mcallen / edinburg,1998,ford,fair,8 cylinders,gas,195618,clean,automatic,fwd,mid-size,sedan,red,tx,4254.229988102219,2299.0,5675
rhode island,2004,nissan,excellent,6 cylinders,gas,117169,clean,automatic,fwd,mid-size,SUV,grey,ri,7715.092096364475,5387.0,5677
salem,1999,ford,excellent,6 cylinders,gas,118945,clean,manual,4wd,mid-size,offroad,black,or,14007.527498403913,23029.0,5692
